,MedHouseVal
12705,1.725
12706,5.00001
12707,1.347
12708,0.82
12709,1.109
12710,5.00001
12711,0.946
12712,0.953
12713,1.087
12714,1.625
12715,1.335
12716,1.166
12717,0.927
12718,2.399
12719,4.316
12720,1.632
12721,3.685
12722,2.645
12723,1.298
12724,1.44
12725,0.766
12726,2.708
12727,1.945
12728,2.0
12729,2.995
12730,4.078
12731,3.5
12732,2.383
12733,1.169
12734,1.525
12735,0.634
12736,1.0
12737,1.018
12738,0.912
12739,2.428
12740,1.238
12741,1.625
12742,1.839
12743,0.585
12744,3.112
12745,2.693
12746,1.063
12747,1.776
12748,4.438
12749,0.9
12750,2.27
12751,2.768
12752,1.46
12753,0.844
12754,1.08
12755,0.932
12756,2.906
12757,2.4
12758,5.00001
12759,4.42
12760,2.307
12761,0.884
12762,2.389
12763,3.045
12764,2.48
12765,1.443
12766,1.939
12767,1.489
12768,2.986
12769,1.461
12770,1.555
12771,0.919
12772,3.813
12773,3.072
12774,2.813
12775,1.58
12776,1.0
12777,1.475
12778,5.00001
12779,1.745
12780,2.714
12781,2.079
12782,1.125
12783,2.155
12784,3.279
12785,2.576
12786,0.901
12787,0.543
12788,2.33
12789,0.817
12790,2.41
12791,1.5
12792,0.881
12793,1.246
12794,3.483
12795,2.394
12796,3.276
12797,1.729
12798,0.872
12799,1.454
12800,2.05
12801,2.38
12802,0.736
12803,1.656
12804,0.889
12805,2.328
12806,0.807
12807,1.138
12808,2.729
12809,2.475
12810,1.951
12811,3.219
12812,3.527
12813,0.682
12814,1.466
12815,1.43
12816,1.797
12817,3.15
12818,5.00001
12819,0.735
12820,4.822
12821,1.281
12822,1.35
12823,5.00001
12824,3.55
12825,2.221
12826,3.643
12827,1.016
12828,3.7
12829,1.188
12830,1.008
12831,1.5
12832,1.656
12833,0.804
12834,2.258
12835,1.575
12836,2.44
12837,1.229
12838,1.951
12839,3.01
12840,3.108
12841,5.00001
12842,3.878
12843,3.404
12844,3.431
12845,0.709
12846,1.573
12847,0.986
12848,1.598
12849,1.043
12850,1.375
12851,2.641
12852,2.146
12853,2.175
12854,2.306
12855,0.5
12856,1.36
12857,1.76
12858,3.212
12859,0.915
12860,3.607
12861,1.067
12862,1.469
12863,1.691
12864,1.326
12865,1.611
12866,2.319
12867,1.464
12868,3.033
12869,3.011
12870,2.258
12871,1.194
12872,0.949
12873,2.963
12874,2.0
12875,0.727
12876,1.118
12877,1.238
12878,4.543
12879,0.971
12880,4.889
12881,2.697
12882,1.463
12883,0.551
12884,1.772
12885,5.00001
12886,0.813
12887,0.835
12888,5.00001
12889,2.023
12890,0.906
12891,0.704
12892,0.986
12893,0.878
12894,2.75
12895,1.2
12896,0.557
12897,1.331
12898,3.76
12899,0.646
12900,1.691
12901,0.561
12902,2.659
12903,5.00001
12904,3.261
12905,1.75
12906,4.559
12907,0.702
12908,1.371
12909,0.669
12910,2.103
12911,2.313
12912,5.00001
12913,2.583
12914,2.095
12915,2.783
12916,0.529
12917,2.667
12918,1.483
12919,2.19
12920,1.65
12921,1.0
12922,2.432
12923,1.344
12924,1.491
12925,1.516
12926,1.493
12927,1.016
12928,1.335
12929,1.325
12930,1.75
12931,3.226
12932,2.249
12933,4.504
12934,2.713
12935,3.021
12936,0.721
12937,2.947
12938,2.219
12939,0.6
12940,1.379
12941,3.5
12942,0.728
12943,1.178
12944,1.65
12945,3.047
12946,5.00001
12947,0.848
12948,3.844
12949,1.006
12950,3.341
12951,5.00001
12952,0.906
12953,2.875
12954,1.528
12955,2.269
12956,5.00001
12957,2.861
12958,0.863
12959,1.037
12960,1.161
12961,1.838
12962,1.923
12963,0.447
12964,1.31
12965,2.783
12966,0.902
12967,1.877
12968,2.909
12969,4.3
12970,1.984
12971,1.125
12972,1.67
12973,3.467
12974,3.519
12975,2.844
12976,2.013
12977,2.324
12978,2.757
12979,1.792
12980,1.871
12981,1.667
12982,4.868
12983,2.885
12984,2.77
12985,2.086
12986,1.033
12987,1.598
12988,4.275
12989,1.163
12990,1.851
12991,1.869
12992,1.179
12993,0.667
12994,0.692
12995,4.018
12996,0.875
12997,1.426
12998,1.744
12999,1.522
13000,1.361
13001,5.00001
13002,2.045
13003,1.716
13004,0.819
13005,1.125
13006,1.943
13007,4.833
13008,1.458
13009,3.667
13010,2.822
13011,0.743
13012,0.928
13013,1.046
13014,2.464
13015,1.176
13016,2.185
13017,3.673
13018,1.958
13019,0.894
13020,1.963
13021,2.549
13022,1.836
13023,5.00001
13024,1.325
13025,0.543
13026,0.875
13027,4.22
13028,4.0
13029,2.205
13030,1.649
13031,0.943
13032,2.875
13033,1.873
13034,4.34
13035,3.782
13036,2.264
13037,2.11
13038,2.156
13039,0.932
13040,1.701
13041,1.034
13042,2.554
13043,1.764
13044,1.023
13045,2.449
13046,1.0
13047,2.821
13048,1.219
13049,2.841
13050,2.527
13051,0.506
13052,1.454
13053,2.314
13054,0.981
13055,1.903
13056,0.425
13057,3.46
13058,4.573
13059,2.914
13060,1.957
13061,1.985
13062,1.164
13063,2.28
13064,1.594
13065,2.14
13066,1.924
13067,2.25
13068,2.147
13069,0.725
13070,1.21
13071,1.655
13072,2.641
13073,1.05
13074,5.00001
13075,0.888
13076,0.909
13077,3.417
13078,0.938
13079,0.831
13080,1.524
13081,1.01
13082,0.481
13083,5.00001
13084,1.276
13085,1.766
13086,3.084
13087,1.289
13088,2.232
13089,2.042
13090,3.372
13091,1.595
13092,3.052
13093,1.903
13094,1.327
13095,0.92
13096,1.917
13097,1.875
13098,2.554
13099,0.557
13100,2.134
13101,1.404
13102,1.125
13103,2.904
13104,2.747
13105,0.928
13106,1.375
13107,4.045
13108,1.846
13109,4.25
13110,1.136
13111,2.1
13112,5.0
13113,1.883
13114,2.785
13115,1.545
13116,1.761
13117,0.88
13118,1.038
13119,1.154
13120,2.518
13121,2.408
13122,1.526
13123,1.893
13124,3.969
13125,3.482
13126,2.147
13127,2.708
13128,1.139
13129,2.915
13130,1.311
13131,3.427
13132,0.661
13133,2.1
13134,2.732
13135,0.593
13136,1.86
13137,0.925
13138,2.659
13139,1.573
13140,1.38
13141,1.245
13142,0.992
13143,2.667
13144,1.113
13145,0.964
13146,3.738
13147,3.267
13148,1.759
13149,2.755
13150,0.396
13151,3.569
13152,2.761
13153,0.561
13154,0.944
13155,0.963
13156,1.798
13157,1.628
13158,2.75
13159,5.00001
13160,2.236
13161,2.441
13162,0.995
13163,3.615
13164,1.31
13165,4.0
13166,2.445
13167,0.981
13168,5.00001
13169,0.952
13170,0.785
13171,2.412
13172,5.00001
13173,4.518
13174,2.115
13175,1.15
13176,4.447
13177,3.218
13178,0.925
13179,2.038
13180,4.454
13181,3.152
13182,5.00001
13183,2.043
13184,0.795
13185,2.875
13186,4.5
13187,3.226
13188,4.186
13189,1.683
13190,3.808
13191,1.656
13192,0.856
13193,1.65
13194,0.645
13195,0.861
13196,1.55
13197,1.267
13198,2.71
13199,2.691
13200,2.037
13201,1.458
13202,0.7
13203,2.235
13204,1.411
13205,1.953
13206,0.498
13207,0.868
13208,1.918
13209,2.107
13210,1.656
13211,1.5
13212,1.571
13213,4.835
13214,1.011
13215,3.187
13216,1.981
13217,3.431
13218,2.361
13219,5.00001
13220,1.241
13221,1.974
13222,5.00001
13223,2.741
13224,2.757
13225,1.151
13226,1.767
13227,2.123
13228,1.339
13229,2.097
13230,1.255
13231,0.542
13232,1.703
13233,1.0
13234,3.594
13235,1.2
13236,1.993
13237,1.364
13238,1.776
13239,1.031
13240,3.188
13241,1.752
13242,4.466
13243,1.744
13244,1.234
13245,0.758
13246,2.219
13247,1.331
13248,1.796
13249,1.266
13250,1.818
13251,1.94
13252,0.555
13253,1.546
13254,0.616
13255,2.75
13256,3.5
13257,1.42
13258,0.481
13259,1.247
13260,1.139
13261,5.00001
13262,0.955
13263,1.575
13264,1.063
13265,1.402
13266,0.974
13267,1.058
13268,2.901
13269,2.19
13270,2.472
13271,4.19
13272,1.225
13273,0.858
13274,1.338
13275,4.469
13276,2.773
13277,2.853
13278,3.197
13279,0.554
13280,5.00001
13281,1.355
13282,1.648
13283,1.875
13284,0.507
13285,3.396
13286,0.795
13287,1.889
13288,2.581
13289,2.134
13290,0.682
13291,3.027
13292,1.135
13293,2.75
13294,5.00001
13295,1.502
13296,1.011
13297,5.00001
13298,0.962
13299,2.172
13300,3.397
13301,2.409
13302,2.43
13303,1.833
13304,2.012
13305,1.821
13306,0.928
13307,2.242
13308,1.859
13309,3.286
13310,2.207
13311,0.799
13312,1.849
13313,0.765
13314,0.962
13315,1.538
13316,1.2
13317,2.531
13318,0.698
13319,2.514
13320,0.969
13321,1.962
13322,0.583
13323,2.7
13324,1.287
13325,1.205
13326,0.675
13327,2.623
13328,5.00001
13329,3.13
13330,1.081
13331,1.725
13332,1.337
13333,2.761
13334,2.222
13335,1.856
13336,1.815
13337,2.5
13338,1.89
13339,1.333
13340,2.101
13341,0.693
13342,2.402
13343,1.55
13344,2.341
13345,1.285
13346,2.832
13347,1.156
13348,1.619
13349,1.139
13350,0.576
13351,1.183
13352,5.0
13353,3.586
13354,1.764
13355,1.019
13356,0.773
13357,2.956
13358,1.129
13359,1.625
13360,0.669
13361,1.265
13362,2.091
13363,2.218
13364,1.212
13365,3.671
13366,1.396
13367,2.374
13368,2.004
13369,0.97
13370,1.381
13371,1.542
13372,0.75
13373,5.00001
13374,0.801
13375,2.15
13376,1.455
13377,1.216
13378,1.207
13379,1.969
13380,5.00001
13381,2.738
13382,1.139
13383,2.331
13384,1.993
13385,1.167
13386,0.575
13387,2.852
13388,2.224
13389,0.501
13390,1.355
13391,0.965
13392,0.718
13393,3.932
13394,2.08
13395,2.278
13396,1.161
13397,1.375
13398,2.588
13399,2.167
13400,1.578
13401,1.624
13402,2.351
13403,0.983
13404,0.824
13405,3.273
13406,2.793
13407,1.074
13408,1.696
13409,1.862
13410,1.381
13411,1.713
13412,1.851
13413,2.28
13414,2.318
13415,1.156
13416,0.719
13417,1.625
13418,1.872
13419,2.375
13420,0.438
13421,2.125
13422,1.104
13423,3.6
13424,3.867
13425,1.125
13426,2.789
13427,1.533
13428,1.683
13429,5.00001
13430,2.415
13431,1.692
13432,1.582
13433,3.19
13434,0.713
13435,1.537
13436,1.299
13437,3.3
13438,2.125
13439,5.00001
13440,1.594
13441,1.375
13442,0.723
13443,1.578
13444,1.573
13445,2.083
13446,1.888
13447,2.607
13448,2.05
13449,0.682
13450,3.365
13451,0.675
13452,1.905
13453,2.258
13454,1.411
13455,2.327
13456,3.5
13457,5.00001
13458,3.412
13459,0.889
13460,1.535
13461,3.818
13462,2.583
13463,3.292
13464,1.763
13465,0.965
13466,0.837
13467,1.549
13468,0.782
13469,0.808
13470,5.00001
13471,2.056
13472,1.406
13473,3.04
13474,1.372
13475,2.759
13476,2.596
13477,1.461
13478,1.463
13479,4.773
13480,1.72
13481,1.434
13482,1.614
13483,2.063
13484,1.902
13485,3.103
13486,3.496
13487,2.692
13488,3.875
13489,2.034
13490,1.039
13491,0.621
13492,3.363
13493,1.024
13494,0.498
13495,3.736
13496,0.673
13497,1.471
13498,3.125
13499,2.648
13500,0.655
13501,0.764
13502,3.405
13503,3.94
13504,3.486
13505,1.342
13506,2.053
13507,3.0
13508,0.703
13509,1.375
13510,0.975
13511,1.392
13512,3.667
13513,0.588
13514,0.847
13515,0.543
13516,1.505
13517,3.162
13518,4.216
13519,2.116
13520,1.739
13521,2.381
13522,5.00001
13523,1.197
13524,1.707
13525,5.00001
13526,2.289
13527,3.109
13528,1.583
13529,2.173
13530,3.239
13531,2.449
13532,3.908
13533,2.261
13534,1.14
13535,2.113
13536,2.053
13537,4.5
13538,1.755
13539,5.00001
13540,0.944
13541,1.534
13542,1.375
13543,2.738
13544,1.059
13545,1.6
13546,1.134
13547,0.58
13548,1.25
13549,1.393
13550,5.00001
13551,2.989
13552,0.697
13553,2.17
13554,1.326
13555,2.133
13556,0.67
13557,1.528
13558,1.122
13559,2.098
13560,2.526
13561,5.00001
13562,4.357
13563,3.587
13564,2.777
13565,2.866
13566,2.125
13567,2.526
13568,1.55
13569,3.327
13570,2.898
13571,0.783
13572,2.675
13573,1.125
13574,1.238
13575,3.067
13576,1.503
13577,1.782
13578,5.00001
13579,2.33
13580,0.653
13581,2.7
13582,2.052
13583,2.906
13584,1.726
13585,0.567
13586,1.35
13587,4.541
13588,1.754
13589,0.819
13590,1.388
13591,4.414
13592,5.00001
13593,2.293
13594,1.89
13595,2.72
13596,1.063
13597,1.03
13598,4.429
13599,5.00001
13600,1.893
13601,2.741
13602,2.762
13603,1.438
13604,1.031
13605,1.666
13606,1.642
13607,3.038
13608,1.61
13609,3.542
13610,1.596
13611,2.511
13612,0.709
13613,2.176
13614,2.42
13615,1.007
13616,1.457
13617,4.908
13618,0.929
13619,0.594
13620,5.00001
13621,1.469
13622,3.754
13623,1.839
13624,0.697
13625,1.875
13626,1.415
13627,2.128
13628,0.906
13629,0.554
13630,1.352
13631,1.636
13632,1.565
13633,0.948
13634,1.673
13635,1.303
13636,2.137
13637,3.667
13638,0.729
13639,1.733
13640,3.333
13641,1.76
13642,0.869
13643,0.995
13644,1.035
13645,2.109
13646,1.435
13647,0.669
13648,2.313
13649,2.125
13650,3.237
13651,2.098
13652,2.152
13653,1.232
13654,1.006
13655,2.674
13656,0.938
13657,3.2
13658,1.65
13659,2.128
13660,1.179
13661,3.708
13662,1.432
13663,1.555
13664,0.98
13665,1.083
13666,1.897
13667,2.417
13668,0.795
13669,1.996
13670,1.321
13671,0.7
13672,2.719
13673,1.774
13674,5.00001
13675,1.868
13676,1.479
13677,3.25
13678,0.875
13679,1.325
13680,0.894
13681,1.825
13682,1.837
13683,1.531
13684,1.292
13685,1.339
13686,2.27
13687,1.095
13688,2.679
13689,2.231
13690,2.352
13691,2.592
13692,0.721
13693,5.00001
13694,2.643
13695,0.938
13696,1.642
13697,4.988
13698,0.65
13699,2.161
13700,0.948
13701,0.917
13702,2.823
13703,2.832
13704,2.222
13705,1.017
13706,1.8
13707,3.167
13708,1.558
13709,0.646
13710,1.53
13711,1.775
13712,3.14
13713,5.00001
13714,0.802
13715,1.963
13716,0.705
13717,1.818
13718,1.398
13719,2.453
13720,0.475
13721,0.748
13722,2.086
13723,1.062
13724,1.735
13725,2.0
13726,2.25
13727,2.555
13728,2.476
13729,1.936
13730,1.541
13731,2.638
13732,1.37
13733,1.795
13734,3.039
13735,1.125
13736,2.545
13737,3.058
13738,2.143
13739,3.822
13740,1.567
13741,2.306
13742,1.825
13743,2.403
13744,1.563
13745,0.736
13746,1.784
13747,2.375
13748,1.821
13749,2.118
13750,1.77
13751,1.057
13752,1.45
13753,1.361
13754,4.944
13755,5.00001
13756,1.275
13757,1.108
13758,1.091
13759,1.798
13760,0.905
13761,1.319
13762,0.956
13763,2.871
13764,3.579
13765,1.839
13766,3.226
13767,0.944
13768,1.899
13769,4.175
13770,2.409
13771,3.585
13772,0.903
13773,0.63
13774,1.773
13775,1.31
13776,1.894
13777,1.346
13778,0.705
13779,0.581
13780,1.74
13781,2.476
13782,1.905
13783,1.317
13784,2.457
13785,5.00001
13786,2.033
13787,3.314
13788,0.906
13789,3.039
13790,3.5
13791,1.639
13792,1.969
13793,3.5
13794,1.033
13795,1.265
13796,0.894
13797,0.55
13798,3.483
13799,2.719
13800,1.123
13801,3.459
13802,2.147
13803,1.55
13804,4.069
13805,1.237
13806,0.66
13807,1.392
13808,2.335
13809,1.075
13810,1.761
13811,1.342
13812,2.033
13813,1.938
13814,1.875
13815,2.611
13816,0.98
13817,1.186
13818,0.768
13819,1.267
13820,5.00001
13821,1.6
13822,1.625
13823,0.575
13824,3.818
13825,2.483
13826,2.533
13827,2.358
13828,1.304
13829,1.677
13830,1.766
13831,1.078
13832,1.928
13833,2.309
13834,2.26
13835,2.976
13836,1.969
13837,0.929
13838,1.596
13839,0.525
13840,2.75
13841,1.088
13842,0.888
13843,1.5
13844,1.483
13845,3.385
13846,1.639
13847,1.343
13848,1.617
13849,0.842
13850,1.375
13851,0.922
13852,1.661
13853,2.023
13854,2.102
13855,2.3
13856,1.486
13857,2.519
13858,1.363
13859,3.18
13860,1.382
13861,5.00001
13862,1.176
13863,4.103
13864,0.753
13865,3.276
13866,1.644
13867,5.00001
13868,1.278
13869,1.94
13870,1.25
13871,2.25
13872,0.891
13873,1.054
13874,2.14
13875,1.741
13876,1.597
13877,0.865
13878,1.205
13879,2.667
13880,3.519
13881,1.339
13882,1.953
13883,2.737
13884,3.462
13885,2.109
13886,1.639
13887,1.839
13888,4.421
13889,3.118
13890,2.706
13891,2.751
13892,0.748
13893,1.222
13894,2.288
13895,5.00001
13896,1.305
13897,0.467
13898,0.543
13899,0.65
13900,2.674
13901,1.125
13902,1.14
13903,1.641
13904,1.218
13905,2.078
13906,2.994
13907,2.542
13908,3.563
13909,2.26
13910,0.579
13911,2.585
13912,1.125
13913,3.481
13914,1.9
13915,3.415
13916,1.826
13917,4.097
13918,0.735
13919,0.678
13920,4.601
13921,0.899
13922,1.37
13923,2.205
13924,1.888
13925,1.59
13926,0.723
13927,1.4
13928,1.603
13929,2.946
13930,1.274
13931,0.823
13932,5.00001
13933,2.966
13934,2.121
13935,0.977
13936,3.854
13937,1.935
13938,2.701
13939,1.599
13940,1.786
13941,1.437
13942,3.905
13943,1.782
13944,1.028
13945,2.0
13946,1.568
13947,2.697
13948,0.855
13949,1.64
13950,2.296
13951,3.878
13952,3.362
13953,0.546
13954,1.976
13955,0.637
13956,1.798
13957,1.489
13958,4.25
13959,1.583
13960,1.713
13961,1.652
13962,1.152
13963,1.875
13964,3.897
13965,1.588
13966,2.332
13967,2.791
13968,3.938
13969,3.244
13970,1.111
13971,1.968
13972,3.328
13973,1.228
13974,0.738
13975,0.618
13976,2.076
13977,0.546
13978,0.742
13979,1.842
13980,0.555
13981,1.423
13982,1.176
13983,2.588
13984,4.55
13985,5.00001
13986,1.877
13987,0.912
13988,2.186
13989,0.987
13990,1.362
13991,1.321
13992,1.832
13993,1.277
13994,2.211
13995,5.00001
13996,0.918
13997,2.524
13998,1.794
13999,2.25
14000,2.75
14001,1.688
14002,0.69
14003,2.025
14004,2.471
14005,2.724
14006,3.591
14007,1.75
14008,3.669
14009,5.00001
14010,1.487
14011,1.353
14012,5.00001
14013,1.091
14014,2.012
14015,3.495
14016,0.743
14017,5.0
14018,0.927
14019,1.427
14020,2.286
14021,1.5
14022,2.083
14023,0.475
14024,1.689
14025,3.202
14026,2.762
14027,1.905
14028,5.00001
14029,1.283
14030,2.25
14031,1.448
14032,0.869
14033,2.094
14034,1.503
14035,1.337
14036,3.58
14037,0.721
14038,0.14999
14039,2.478
14040,1.708
14041,0.804
14042,2.766
14043,1.083
14044,0.962
14045,2.813
14046,1.457
14047,1.125
14048,1.515
14049,4.163
14050,2.462
14051,2.308
14052,5.00001
14053,0.797
14054,3.225
14055,1.438
14056,1.695
14057,1.407
14058,1.875
14059,1.625
14060,2.44
14061,1.602
14062,1.862
14063,2.684
14064,1.194
14065,1.825
14066,2.905
14067,2.479
14068,0.59
14069,1.708
14070,2.799
14071,2.414
14072,0.5
14073,2.077
14074,0.953
14075,1.62
14076,5.00001
14077,1.412
14078,1.839
14079,2.948
14080,1.089
14081,2.804
14082,1.136
14083,1.599
14084,2.92
14085,3.086
14086,1.853
14087,0.802
14088,1.905
14089,5.00001
14090,1.631
14091,2.167
14092,3.5
14093,1.757
14094,3.447
14095,3.5
14096,1.129
14097,2.105
14098,3.381
14099,1.481
14100,1.688
14101,1.997
14102,1.651
14103,0.581
14104,1.741
14105,0.784
14106,2.832
14107,1.125
14108,0.959
14109,2.682
14110,2.167
14111,0.901
14112,2.121
14113,1.19
14114,1.959
14115,2.152
14116,2.131
14117,1.271
14118,4.333
14119,1.726
14120,1.918
14121,1.742
14122,3.369
14123,1.364
14124,1.524
14125,5.00001
14126,0.613
14127,2.346
14128,1.41
14129,2.125
14130,1.357
14131,1.27
14132,1.434
14133,0.79
14134,0.495
14135,2.243
14136,0.777
14137,2.32
14138,1.382
14139,1.125
14140,1.659
14141,2.79
14142,5.00001
14143,1.567
14144,2.713
14145,2.22
14146,0.974
14147,0.5
14148,1.614
14149,2.445
14150,1.701
14151,5.00001
14152,2.643
14153,2.313
14154,4.5
14155,0.3
14156,3.205
14157,1.642
14158,1.286
14159,0.608
14160,1.917
14161,1.518
14162,1.602
14163,0.953
14164,0.906
14165,5.00001
14166,4.638
14167,2.681
14168,4.169
14169,2.145
14170,1.292
14171,5.00001
14172,1.617
14173,1.23
14174,1.579
14175,2.16
14176,1.289
14177,0.99
14178,3.041
14179,1.019
14180,1.766
14181,0.525
14182,2.094
14183,1.712
14184,2.51
14185,1.319
14186,1.128
14187,1.339
14188,0.759
14189,0.924
14190,3.202
14191,2.258
14192,2.731
14193,1.306
14194,2.68
14195,1.509
14196,1.373
14197,1.142
14198,1.546
14199,0.875
14200,4.5
14201,2.943
14202,3.086
14203,1.804
14204,2.322
14205,2.645
14206,1.136
14207,1.122
14208,1.758
14209,2.691
14210,2.043
14211,2.905
14212,5.00001
14213,5.00001
14214,1.88
14215,1.242
14216,1.629
14217,3.369
14218,1.969
14219,2.2
14220,1.71
14221,3.441
14222,1.419
14223,1.429
14224,1.583
14225,1.757
14226,2.915
14227,1.69
14228,1.471
14229,0.761
14230,0.505
14231,1.36
14232,1.696
14233,2.929
14234,1.522
14235,2.092
14236,1.949
14237,1.516
14238,1.62
14239,1.639
14240,1.083
14241,1.711
14242,2.063
14243,1.344
14244,0.845
14245,0.875
14246,3.5
14247,1.051
14248,1.609
14249,2.404
14250,3.667
14251,0.52
14252,1.904
14253,3.109
14254,1.074
14255,1.645
14256,1.257
14257,0.602
14258,1.512
14259,3.687
14260,1.316
14261,3.083
14262,1.669
14263,1.285
14264,2.4
14265,2.62
14266,1.574
14267,1.976
14268,2.451
14269,1.276
14270,3.059
14271,2.25
14272,2.966
14273,0.546
14274,0.794
14275,1.018
14276,1.644
14277,1.908
14278,1.617
14279,1.956
14280,5.00001
14281,1.015
14282,3.32
14283,3.14
14284,1.347
14285,1.347
14286,1.961
14287,1.958
14288,0.973
14289,2.966
14290,2.606
14291,1.485
14292,0.942
14293,4.554
14294,1.565
14295,1.021
14296,1.608
14297,5.00001
14298,1.721
14299,0.825
14300,0.993
14301,2.258
14302,1.747
14303,0.758
14304,1.414
14305,1.402
14306,1.222
14307,2.716
14308,1.183
14309,5.00001
14310,1.346
14311,0.832
14312,5.00001
14313,4.176
14314,1.357
14315,2.414
14316,2.611
14317,4.143
14318,5.00001
14319,5.00001
14320,2.182
14321,4.526
14322,5.00001
14323,1.769
14324,0.98
14325,2.25
14326,0.813
14327,0.922
14328,1.846
14329,2.289
14330,1.097
14331,2.23
14332,1.238
14333,2.653
14334,5.00001
14335,0.963
14336,0.604
14337,2.5
14338,5.00001
14339,1.835
14340,1.906
14341,1.718
14342,1.5
14343,1.125
14344,1.69
14345,2.46
14346,2.712
14347,2.647
14348,0.83
14349,2.091
14350,1.925
14351,0.707
14352,2.304
14353,2.633
14354,1.757
14355,1.372
14356,2.25
14357,3.944
14358,2.956
14359,3.333
14360,0.911
14361,1.141
14362,2.244
14363,3.026
14364,0.843
14365,1.064
14366,1.655
14367,1.932
14368,2.735
14369,3.103
14370,2.5
14371,1.334
14372,1.669
14373,1.759
14374,0.692
14375,1.519
14376,2.572
14377,1.091
14378,1.102
14379,1.184
14380,2.145
14381,1.531
14382,1.604
14383,1.475
14384,1.219
14385,2.314
14386,2.383
14387,2.485
14388,1.056
14389,0.966
14390,1.624
14391,3.8
14392,1.293
14393,1.265
14394,3.457
14395,1.133
14396,4.165
14397,1.969
14398,2.438
14399,1.631
14400,1.185
14401,0.398
14402,0.885
14403,2.579
14404,1.568
14405,1.806
14406,0.656
14407,2.632
14408,1.063
14409,1.392
14410,1.464
14411,0.881
14412,2.398
14413,2.832
14414,1.557
14415,2.436
14416,3.689
14417,1.95
14418,2.594
14419,1.674
14420,1.788
14421,1.144
14422,3.648
14423,0.942
14424,0.575
14425,1.713
14426,1.161
14427,1.52
14428,1.448
14429,3.527
14430,2.268
14431,1.661
14432,2.311
14433,0.553
14434,2.214
14435,3.75
14436,0.394
14437,2.152
14438,1.292
14439,1.125
14440,1.236
14441,2.072
14442,1.135
14443,1.809
14444,3.273
14445,5.00001
14446,2.122
14447,0.587
14448,0.969
14449,0.775
14450,1.234
14451,5.00001
14452,1.163
14453,5.00001
14454,1.149
14455,1.125
14456,1.646
14457,0.872
14458,0.84
14459,2.103
14460,1.133
14461,5.00001
14462,2.208
14463,1.375
14464,1.817
14465,0.652
14466,1.571
14467,4.462
14468,1.857
14469,1.598
14470,0.988
14471,1.025
14472,1.388
14473,2.222
14474,5.00001
14475,4.083
14476,3.5
14477,1.416
14478,1.4
14479,1.906
14480,5.00001
14481,0.96
14482,5.00001
14483,2.641
14484,4.045
14485,1.201
14486,1.125
14487,2.577
14488,2.206
14489,0.899
14490,1.644
14491,0.889
14492,1.089
14493,1.984
14494,5.00001
14495,2.638
14496,5.00001
14497,3.222
14498,0.771
14499,0.944
14500,3.376
14501,1.125
14502,2.146
14503,1.079
14504,1.729
14505,1.648
14506,0.875
14507,1.614
14508,5.00001
14509,1.519
14510,1.622
14511,1.818
14512,1.846
14513,1.057
14514,0.565
14515,1.926
14516,1.898
14517,0.68
14518,1.269
14519,2.763
14520,1.575
14521,1.767
14522,3.193
14523,1.236
14524,3.651
14525,0.66
14526,5.00001
14527,2.155
14528,1.295
14529,0.781
14530,4.5
14531,0.741
14532,2.169
14533,2.246
14534,0.886
14535,1.222
14536,2.125
14537,5.00001
14538,2.042
14539,0.952
14540,2.61
14541,1.761
14542,1.853
14543,3.653
14544,3.216
14545,0.904
14546,0.558
14547,1.611
14548,0.914
14549,1.148
14550,1.375
14551,1.304
14552,0.483
14553,1.231
14554,3.925
14555,3.436
14556,0.456
14557,1.098
14558,1.859
14559,1.159
14560,1.784
14561,0.61
14562,4.318
14563,2.947
14564,2.961
14565,0.469
14566,0.556
14567,1.148
14568,4.0
14569,1.519
14570,1.966
14571,2.292
14572,0.893
14573,1.283
14574,1.417
14575,1.76
14576,3.231
14577,0.888
14578,1.625
14579,1.579
14580,1.545
14581,2.063
14582,1.625
14583,1.069
14584,3.661
14585,1.823
14586,0.548
14587,3.461
14588,1.702
14589,1.358
14590,1.225
14591,1.549
14592,4.5
14593,0.694
14594,4.5
14595,1.664
14596,1.656
14597,0.83
14598,2.259
14599,4.694
14600,1.842
14601,2.141
14602,2.824
14603,1.913
14604,0.425
14605,1.395
14606,1.146
14607,2.064
14608,3.748
14609,0.55
14610,2.385
14611,1.781
14612,0.392
14613,1.292
14614,3.131
14615,2.391
14616,0.976
14617,0.695
14618,1.911
14619,0.901
14620,1.33
14621,1.804
14622,1.036
14623,2.303
14624,1.698
14625,4.321
14626,1.133
14627,0.225
14628,1.919
14629,0.989
14630,0.646
14631,1.022
14632,3.387
14633,0.792
14634,4.611
14635,3.833
14636,1.982
14637,1.795
14638,0.896
14639,2.864
14640,1.325
14641,0.761
14642,1.665
14643,1.976
14644,2.207
14645,1.728
14646,5.00001
14647,3.156
14648,0.661
14649,0.958
14650,2.125
14651,2.313
14652,0.467
14653,0.909
14654,5.00001
14655,0.593
14656,2.7
14657,1.188
14658,1.477
14659,5.00001
14660,1.652
14661,1.604
14662,2.147
14663,5.00001
14664,1.242
14665,0.554
14666,1.514
14667,3.528
14668,2.092
14669,1.845
14670,2.05
14671,0.938
14672,1.469
14673,3.123
14674,1.933
14675,1.263
14676,2.325
14677,1.443
14678,1.709
14679,1.504
14680,3.514
14681,1.429
14682,2.581
14683,1.602
14684,1.564
14685,2.718
14686,4.5
14687,3.671
14688,0.936
14689,4.664
